FID,camera_id,Subcl_Veg,SUM_Shape_
405,BR1041,"7.C Herbaceous & Woody Developed Vegetation,Herb",1800
406,BR1041,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1656.192103
407,BR1041,"7.C Herbaceous & Woody Developed Vegetation,Tree",23351.7167
408,BR1041,"Developed-Low Intensity,Developed",900
409,BR1041,"Developed-Roads,Developed",44205.67318
410,BR1043,"1.B Temperate & Boreal Forest & Woodland,Tree",488918.865
411,BR1043,"2.B Temperate & Boreal Grassland & Shrubland,Herb",14482.23259
412,BR1043,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",8350.44552
413,BR1043,"2.C Shrub & Herb Wetland,Herb",65607.99404
414,BR1043,"7.A Woody Agricultural Vegetation,Tree",5431.033084
415,BR1043,"7.B Herbaceous Agricultural Vegetation,Herb",3802.047563
416,BR1043,"7.C Herbaceous & Woody Developed Vegetation,Herb",11652.82812
417,BR1043,"7.C Herbaceous & Woody Developed Vegetation,Tree",6185.335426
418,BR1043,"Developed-Low Intensity,Developed",13819.07736
419,BR1043,"Developed-Medium Intensity,Developed",9701.456322
420,BR1043,"Developed-Roads,Developed",35064.64879
421,BR1043,"Open Water,Water",109526.5221
422,BR1045,"1.B Temperate & Boreal Forest & Woodland,Tree",749888.3262
423,BR1045,"7.B Herbaceous Agricultural Vegetation,Herb",470.0426644
424,BR1045,"7.C Herbaceous & Woody Developed Vegetation,Herb",1800
425,BR1045,"7.C Herbaceous & Woody Developed Vegetation,Shrub",899.8464302
426,BR1045,"7.C Herbaceous & Woody Developed Vegetation,Tree",207.2022351
427,BR1045,"Developed-Roads,Developed",19277.06843
428,BR1057,"1.B Temperate & Boreal Forest & Woodland,Tree",722869.3324
429,BR1057,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3276.342773
430,BR1057,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
431,BR1057,"2.C Shrub & Herb Wetland,Herb",8960.518234
432,BR1057,"7.C Herbaceous & Woody Developed Vegetation,Tree",14754.93095
433,BR1057,"Developed-Roads,Developed",21781.36161
434,BR1061,"1.B Temperate & Boreal Forest & Woodland,Tree",730653.5585
435,BR1061,"7.C Herbaceous & Woody Developed Vegetation,Tree",9590.625
436,BR1061,"Developed-Roads,Developed",32298.30241
437,BR1077,"1.B Temperate & Boreal Forest & Woodland,Tree",159905.8153
438,BR1077,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",900
439,BR1077,"7.C Herbaceous & Woody Developed Vegetation,Herb",173293.1349
440,BR1077,"7.C Herbaceous & Woody Developed Vegetation,Shrub",18033.64892
441,BR1077,"7.C Herbaceous & Woody Developed Vegetation,Tree",143570.795
442,BR1077,"Developed-High Intensity,Developed",17621.97107
443,BR1077,"Developed-Low Intensity,Developed",97942.72723
444,BR1077,"Developed-Medium Intensity,Developed",56792.59911
445,BR1077,"Developed-Roads,Developed",104481.7944
446,BR1089,"1.B Temperate & Boreal Forest & Woodland,Tree",703289.1411
447,BR1089,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1277.161131
448,BR1089,"7.A Woody Agricultural Vegetation,Tree",3382.470703
449,BR1089,"7.C Herbaceous & Woody Developed Vegetation,Herb",900
450,BR1089,"7.C Herbaceous & Woody Developed Vegetation,Shrub",900
451,BR1089,"7.C Herbaceous & Woody Developed Vegetation,Tree",25395.80765
452,BR1089,"Developed-Roads,Developed",37397.90535
453,BR1093,"1.B Temperate & Boreal Forest & Woodland,Tree",754960.7391
454,BR1093,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1232.444572
455,BR1093,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",7933.359911
456,BR1093,"2.C Shrub & Herb Wetland,Herb",2508.685128
457,BR1093,"2.C Shrub & Herb Wetland,Shrub",3877.848973
458,BR1093,"7.A Woody Agricultural Vegetation,Tree",147.3646125
459,BR1093,"7.C Herbaceous & Woody Developed Vegetation,Herb",17.74151951
460,BR1093,"Developed-Roads,Developed",1864.302098
461,BR1105,"1.B Temperate & Boreal Forest & Woodland,Tree",738974.5138
462,BR1105,"2.B Temperate & Boreal Grassland & Shrubland,Herb",567.4268485
463,BR1105,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2500.675422
464,BR1105,"7.C Herbaceous & Woody Developed Vegetation,Tree",9330.691816
465,BR1105,"Developed-Low Intensity,Developed",900
466,BR1105,"Developed-Roads,Developed",20269.17807
467,BR1109,"1.B Temperate & Boreal Forest & Woodland,Tree",409180.37
468,BR1109,"2.B Temperate & Boreal Grassland & Shrubland,Herb",10894.81201
469,BR1109,"2.C Shrub & Herb Wetland,Herb",8770.806057
470,BR1109,"7.A Woody Agricultural Vegetation,Tree",2700
471,BR1109,"7.C Herbaceous & Woody Developed Vegetation,Herb",22864.14525
472,BR1109,"7.C Herbaceous & Woody Developed Vegetation,Shrub",9347.957743
473,BR1109,"7.C Herbaceous & Woody Developed Vegetation,Tree",192284.9721
474,BR1109,"Developed-Low Intensity,Developed",15254.17703
475,BR1109,"Developed-Roads,Developed",21667.44024
476,BR1109,"Open Water,Water",79577.80558
477,BR1121,"1.B Temperate & Boreal Forest & Woodland,Tree",640906.9259
478,BR1121,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3149.782976
479,BR1121,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",12611.64551
480,BR1121,"7.A Woody Agricultural Vegetation,Tree",6864.665099
481,BR1121,"7.C Herbaceous & Woody Developed Vegetation,Herb",11629.02832
482,BR1121,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4500
483,BR1121,"7.C Herbaceous & Woody Developed Vegetation,Tree",36541.53046
484,BR1121,"Developed-Low Intensity,Developed",12379.39453
485,BR1121,"Developed-Medium Intensity,Developed",576.3427735
486,BR1121,"Developed-Roads,Developed",43383.17041
487,BR1125,"1.B Temperate & Boreal Forest & Woodland,Shrub",1255.737305
488,BR1125,"1.B Temperate & Boreal Forest & Woodland,Tree",631928.0591
489,BR1125,"2.B Temperate & Boreal Grassland & Shrubland,Herb",33897.50909
490,BR1125,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",886.0830128
491,BR1125,"2.C Shrub & Herb Wetland,Herb",13219.06444
492,BR1125,"2.C Shrub & Herb Wetland,Shrub",1842.019544
493,BR1125,"7.A Woody Agricultural Vegetation,Tree",900
494,BR1125,"7.C Herbaceous & Woody Developed Vegetation,Herb",5324.359397
495,BR1125,"7.C Herbaceous & Woody Developed Vegetation,Shrub",900
496,BR1125,"7.C Herbaceous & Woody Developed Vegetation,Tree",8606.458932
497,BR1125,"Developed-Low Intensity,Developed",425.2639774
498,BR1125,"Developed-Roads,Developed",56558.90415
499,BR1125,"Open Water,Water",16799.02699
500,BR1137,"1.B Temperate & Boreal Forest & Woodland,Tree",312117.1521
501,BR1137,"2.B Temperate & Boreal Grassland & Shrubland,Herb",576.3427734
502,BR1137,"7.A Woody Agricultural Vegetation,Tree",2278.397942
503,BR1137,"7.B Herbaceous Agricultural Vegetation,Agriculture",616.2222862
504,BR1137,"7.C Herbaceous & Woody Developed Vegetation,Herb",225065.7886
505,BR1137,"7.C Herbaceous & Woody Developed Vegetation,Shrub",17616.83793
506,BR1137,"7.C Herbaceous & Woody Developed Vegetation,Tree",117880.6444
507,BR1137,"Developed-Low Intensity,Developed",31177.49507
508,BR1137,"Developed-Medium Intensity,Developed",10300.23108
509,BR1137,"Developed-Roads,Developed",54913.37383
510,BR1141,"1.B Temperate & Boreal Forest & Woodland,Shrub",642.0140805
511,BR1141,"1.B Temperate & Boreal Forest & Woodland,Tree",588590.253
512,BR1141,"2.B Temperate & Boreal Grassland & Shrubland,Herb",19515.57939
513,BR1141,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",18849.80822
514,BR1141,"2.C Shrub & Herb Wetland,Herb",82476.39984
515,BR1141,"2.C Shrub & Herb Wetland,Shrub",8036.403336
516,BR1141,"7.B Herbaceous Agricultural Vegetation,Herb",4512.927266
517,BR1141,"7.C Herbaceous & Woody Developed Vegetation,Herb",6768.069149
518,BR1141,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1800
519,BR1141,"7.C Herbaceous & Woody Developed Vegetation,Tree",1800
520,BR1141,"Developed-Low Intensity,Developed",6454.6875
521,BR1141,"Developed-Roads,Developed",33096.34413
522,BR1153,"1.B Temperate & Boreal Forest & Woodland,Tree",668781.8199
523,BR1153,"2.B Temperate & Boreal Grassland & Shrubland,Herb",576.3427735
524,BR1153,"7.A Woody Agricultural Vegetation,Tree",3382.470703
525,BR1153,"7.C Herbaceous & Woody Developed Vegetation,Herb",25140.62686
526,BR1153,"7.C Herbaceous & Woody Developed Vegetation,Shrub",937.1398194
527,BR1153,"7.C Herbaceous & Woody Developed Vegetation,Tree",30015.91991
528,BR1153,"Developed-Roads,Developed",43708.16598
529,BR1157,"1.B Temperate & Boreal Forest & Woodland,Tree",681004.7225
530,BR1157,"7.A Woody Agricultural Vegetation,Tree",616.2222863
531,BR1157,"7.C Herbaceous & Woody Developed Vegetation,Herb",4176.342774
532,BR1157,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3600
533,BR1157,"7.C Herbaceous & Woody Developed Vegetation,Tree",70434.94903
534,BR1157,"Developed-Low Intensity,Developed",899.8223954
535,BR1157,"Developed-Roads,Developed",11810.42693
536,BR1169,"1.B Temperate & Boreal Forest & Woodland,Tree",418058.596
537,BR1169,"2.B Temperate & Boreal Grassland & Shrubland,Herb",576.3427734
538,BR1169,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1926.125749
539,BR1169,"7.C Herbaceous & Woody Developed Vegetation,Herb",27107.76839
540,BR1169,"7.C Herbaceous & Woody Developed Vegetation,Shrub",11279.98695
541,BR1169,"7.C Herbaceous & Woody Developed Vegetation,Tree",175905.3098
542,BR1169,"Developed-Low Intensity,Developed",31900.43998
543,BR1169,"Developed-Medium Intensity,Developed",133.7204288
544,BR1169,"Developed-Roads,Developed",105654.1959
545,BR1173,"1.B Temperate & Boreal Forest & Woodland,Shrub",900
546,BR1173,"1.B Temperate & Boreal Forest & Woodland,Tree",484807.5076
547,BR1173,"2.B Temperate & Boreal Grassland & Shrubland,Herb",76799.05087
548,BR1173,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",13178.2589
549,BR1173,"2.C Shrub & Herb Wetland,Herb",10101.71263
550,BR1173,"2.C Shrub & Herb Wetland,Shrub",2366.400146
551,BR1173,"7.A Woody Agricultural Vegetation,Tree",900
552,BR1173,"7.B Herbaceous Agricultural Vegetation,Agriculture",576.3427735
553,BR1173,"7.B Herbaceous Agricultural Vegetation,Herb",19285.45814
554,BR1173,"7.C Herbaceous & Woody Developed Vegetation,Herb",20509.08906
555,BR1173,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1334.229047
556,BR1173,"7.C Herbaceous & Woody Developed Vegetation,Tree",49942.31916
557,BR1173,"Developed-High Intensity,Developed",900
558,BR1173,"Developed-Low Intensity,Developed",8408.592154
559,BR1173,"Developed-Medium Intensity,Developed",900
560,BR1173,"Developed-Roads,Developed",69966.99966
561,BR1173,"Open Water,Water",11666.52582
562,BR1185,"1.B Temperate & Boreal Forest & Woodland,Tree",707652.734
563,BR1185,"7.A Woody Agricultural Vegetation,Tree",1228.900751
564,BR1185,"7.C Herbaceous & Woody Developed Vegetation,Herb",4539.02917
565,BR1185,"7.C Herbaceous & Woody Developed Vegetation,Shrub",1443.797627
566,BR1185,"7.C Herbaceous & Woody Developed Vegetation,Tree",19166.96777
567,BR1185,"Developed-Low Intensity,Developed",1800
568,BR1185,"Developed-Roads,Developed",36711.05659
569,BR1189,"1.B Temperate & Boreal Forest & Woodland,Shrub",900
570,BR1189,"1.B Temperate & Boreal Forest & Woodland,Tree",673957.1701
571,BR1189,"2.B Temperate & Boreal Grassland & Shrubland,Herb",3600
572,BR1189,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",2700
573,BR1189,"2.C Shrub & Herb Wetland,Herb",1014.374464
574,BR1189,"2.C Shrub & Herb Wetland,Shrub",900
575,BR1189,"7.A Woody Agricultural Vegetation,Tree",236.2378246
576,BR1189,"7.C Herbaceous & Woody Developed Vegetation,Tree",3540.179688
577,BR1189,"Developed-High Intensity,Developed",900
578,BR1189,"Developed-Medium Intensity,Developed",1800
579,BR1189,"Developed-Roads,Developed",66508.39608
580,BR1189,"Open Water,Water",16486.12779
581,BW1006,"1.B Temperate & Boreal Forest & Woodland,Tree",678621.4308
582,BW1006,"7.C Herbaceous & Woody Developed Vegetation,Herb",12411.6773
583,BW1006,"7.C Herbaceous & Woody Developed Vegetation,Tree",42932.35817
584,BW1006,"Developed-Low Intensity,Developed",12687.73244
585,BW1006,"Developed-Roads,Developed",25889.28721
586,BW1050,"1.B Temperate & Boreal Forest & Woodland,Tree",356774.0883
587,BW1050,"7.A Woody Agricultural Vegetation,Tree",75.18824342
588,BW1050,"7.C Herbaceous & Woody Developed Vegetation,Herb",41030.06631
589,BW1050,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6235.57528
590,BW1050,"7.C Herbaceous & Woody Developed Vegetation,Tree",242618.5677
591,BW1050,"Developed-Low Intensity,Developed",78223.70069
592,BW1050,"Developed-Medium Intensity,Developed",2700
593,BW1050,"Developed-Roads,Developed",44885.29942
594,BW1070,"1.B Temperate & Boreal Forest & Woodland,Tree",555795.9672
595,BW1070,"7.C Herbaceous & Woody Developed Vegetation,Herb",20229.59017
596,BW1070,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3348.061437
597,BW1070,"7.C Herbaceous & Woody Developed Vegetation,Tree",138182.6533
598,BW1070,"Developed-Low Intensity,Developed",39474.98577
599,BW1070,"Developed-Medium Intensity,Developed",2376.34964
600,BW1070,"Developed-Roads,Developed",13134.87843
601,BW1114,"1.B Temperate & Boreal Forest & Woodland,Tree",324956.6153
602,BW1114,"2.C Shrub & Herb Wetland,Herb",2184.313348
603,BW1114,"7.A Woody Agricultural Vegetation,Tree",51.55237006
604,BW1114,"7.C Herbaceous & Woody Developed Vegetation,Herb",48240.57501
605,BW1114,"7.C Herbaceous & Woody Developed Vegetation,Shrub",18686.87972
606,BW1114,"7.C Herbaceous & Woody Developed Vegetation,Tree",148007.4155
607,BW1114,"Developed-Low Intensity,Developed",134524.3728
608,BW1114,"Developed-Medium Intensity,Developed",4040.009564
609,BW1114,"Developed-Roads,Developed",91850.75228
610,BW1134,"1.B Temperate & Boreal Forest & Woodland,Tree",267505.933
611,BW1134,"7.A Woody Agricultural Vegetation,Tree",1228.857416
612,BW1134,"7.C Herbaceous & Woody Developed Vegetation,Herb",56359.51209
613,BW1134,"7.C Herbaceous & Woody Developed Vegetation,Shrub",12306.41334
614,BW1134,"7.C Herbaceous & Woody Developed Vegetation,Tree",212957.6532
615,BW1134,"Developed-High Intensity,Developed",6867.425549
616,BW1134,"Developed-Low Intensity,Developed",95894.65004
617,BW1134,"Developed-Medium Intensity,Developed",34917.96812
618,BW1134,"Developed-Roads,Developed",84504.07319
619,BW1178,"1.B Temperate & Boreal Forest & Woodland,Tree",213663.6369
620,BW1178,"7.C Herbaceous & Woody Developed Vegetation,Herb",67794.24452
621,BW1178,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6046.84773
622,BW1178,"7.C Herbaceous & Woody Developed Vegetation,Tree",304889.5996
623,BW1178,"Developed-Low Intensity,Developed",79288.14236
624,BW1178,"Developed-Medium Intensity,Developed",4371.53254
625,BW1178,"Developed-Roads,Developed",96488.48232
626,BW1198,"1.B Temperate & Boreal Forest & Woodland,Tree",44459.91291
627,BW1198,"7.C Herbaceous & Woody Developed Vegetation,Herb",109912.3379
628,BW1198,"7.C Herbaceous & Woody Developed Vegetation,Shrub",8107.980976
629,BW1198,"7.C Herbaceous & Woody Developed Vegetation,Tree",433455.3942
630,BW1198,"Developed-Low Intensity,Developed",108791.8
631,BW1198,"Developed-Medium Intensity,Developed",5492.388153
632,BW1198,"Developed-Roads,Developed",62322.67186
633,EC1036,"1.B Temperate & Boreal Forest & Woodland,Tree",126826.4365
634,EC1036,"2.B Temperate & Boreal Grassland & Shrubland,Herb",1800
635,EC1036,"7.C Herbaceous & Woody Developed Vegetation,Herb",62760.97798
636,EC1036,"7.C Herbaceous & Woody Developed Vegetation,Shrub",6509.443702
637,EC1036,"7.C Herbaceous & Woody Developed Vegetation,Tree",113648.8392
638,EC1036,"Developed-High Intensity,Developed",19249.85478
639,EC1036,"Developed-Low Intensity,Developed",195949.1866
640,EC1036,"Developed-Medium Intensity,Developed",44917.22275
641,EC1036,"Developed-Roads,Developed",200880.5244
642,EC1148,"1.B Temperate & Boreal Forest & Woodland,Tree",138975.1828
643,EC1148,"7.C Herbaceous & Woody Developed Vegetation,Herb",68160.54988
644,EC1148,"7.C Herbaceous & Woody Developed Vegetation,Shrub",23454.13816
645,EC1148,"7.C Herbaceous & Woody Developed Vegetation,Tree",299776.5798
646,EC1148,"Developed-High Intensity,Developed",7410.743459
647,EC1148,"Developed-Low Intensity,Developed",118075.9666
648,EC1148,"Developed-Medium Intensity,Developed",44103.672
649,EC1148,"Developed-Roads,Developed",72585.65323
650,GP1164,"1.B Temperate & Boreal Forest & Woodland,Tree",58785.65332
651,GP1164,"2.B Temperate & Boreal Grassland & Shrubland,Herb",16548.21856
652,GP1164,"2.C Shrub & Herb Wetland,Herb",589.5351091
653,GP1164,"7.C Herbaceous & Woody Developed Vegetation,Herb",190332.0797
654,GP1164,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5135.616415
655,GP1164,"7.C Herbaceous & Woody Developed Vegetation,Tree",142483.1272
656,GP1164,"Developed-High Intensity,Developed",5076.342774
657,GP1164,"Developed-Low Intensity,Developed",121171.8032
658,GP1164,"Developed-Medium Intensity,Developed",58462.46101
659,GP1164,"Developed-Roads,Developed",147940.8519
660,GP1164,"Open Water,Water",26016.79676
661,HI1002,"1.B Temperate & Boreal Forest & Woodland,Tree",645342.9958
662,HI1002,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2700
663,HI1002,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",9467.50647
664,HI1002,"7.B Herbaceous Agricultural Vegetation,Agriculture",576.3427734
665,HI1002,"7.B Herbaceous Agricultural Vegetation,Herb",53957.87877
666,HI1002,"7.C Herbaceous & Woody Developed Vegetation,Herb",3846.263111
667,HI1002,"7.C Herbaceous & Woody Developed Vegetation,Shrub",2394.490762
668,HI1002,"7.C Herbaceous & Woody Developed Vegetation,Tree",40931.74164
669,HI1002,"Developed-Low Intensity,Developed",725.2665898
670,HI1002,"Open Water,Water",12600
671,HI1005,"1.B Temperate & Boreal Forest & Woodland,Shrub",15020.06146
672,HI1005,"1.B Temperate & Boreal Forest & Woodland,Tree",629437.3228
673,HI1005,"2.C Shrub & Herb Wetland,Herb",9490.757833
674,HI1005,"2.C Shrub & Herb Wetland,Shrub",5678.303447
675,HI1005,"7.B Herbaceous Agricultural Vegetation,Herb",5282.999994
676,HI1005,"7.C Herbaceous & Woody Developed Vegetation,Herb",33430.26221
677,HI1005,"7.C Herbaceous & Woody Developed Vegetation,Shrub",2952.685547
678,HI1005,"7.C Herbaceous & Woody Developed Vegetation,Tree",60515.89515
679,HI1005,"Developed-Low Intensity,Developed",3276.342774
680,HI1005,"Developed-Roads,Developed",7086.367427
681,HI1005,"Open Water,Water",371.4873224
682,HI1009,"1.B Temperate & Boreal Forest & Woodland,Tree",577413.3244
683,HI1009,"2.B Temperate & Boreal Grassland & Shrubland,Herb",19136.77962
684,HI1009,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",9929.943477
685,HI1009,"2.C Shrub & Herb Wetland,Herb",7804.462835
686,HI1009,"2.C Shrub & Herb Wetland,Tree",1476.342773
687,HI1009,"7.A Woody Agricultural Vegetation,Tree",9394.572982
688,HI1009,"7.B Herbaceous Agricultural Vegetation,Agriculture",3055.682373
689,HI1009,"7.B Herbaceous Agricultural Vegetation,Herb",7200
690,HI1009,"7.C Herbaceous & Woody Developed Vegetation,Herb",9418.208787
691,HI1009,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5555.193528
692,HI1009,"7.C Herbaceous & Woody Developed Vegetation,Tree",34760.70917
693,HI1009,"Developed-Low Intensity,Developed",10499.60006
694,HI1009,"Developed-Medium Intensity,Developed",2700
695,HI1009,"Developed-Roads,Developed",33883.99095
696,HI1009,"Open Water,Water",40313.67497
697,HI1018,"1.B Temperate & Boreal Forest & Woodland,Tree",726380.8757
698,HI1018,"7.A Woody Agricultural Vegetation,Tree",660.439709
699,HI1018,"7.C Herbaceous & Woody Developed Vegetation,Tree",15593.49026
700,HI1018,"Developed-Low Intensity,Developed",351.0118839
701,HI1018,"Developed-Roads,Developed",11816.99293
702,HI1018,"Open Water,Water",17739.67544
703,HI1021,"1.B Temperate & Boreal Forest & Woodland,Tree",396117.8602
704,HI1021,"2.C Shrub & Herb Wetland,Tree",1375.394876
705,HI1021,"7.A Woody Agricultural Vegetation,Tree",616.8182356
706,HI1021,"7.C Herbaceous & Woody Developed Vegetation,Herb",8734.709934
707,HI1021,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5400
708,HI1021,"7.C Herbaceous & Woody Developed Vegetation,Tree",315459.8304
709,HI1021,"Developed-Low Intensity,Developed",900
710,HI1021,"Developed-Roads,Developed",43937.87231
711,HI1034,"1.B Temperate & Boreal Forest & Woodland,Tree",689302.4152
712,HI1034,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2137.331366
713,HI1034,"2.C Shrub & Herb Wetland,Herb",68.42190631
714,HI1034,"2.C Shrub & Herb Wetland,Tree",616.2128851
715,HI1034,"7.B Herbaceous Agricultural Vegetation,Agriculture",13256.37084
716,HI1034,"7.B Herbaceous Agricultural Vegetation,Herb",12701.39638
717,HI1034,"7.C Herbaceous & Woody Developed Vegetation,Herb",6300
718,HI1034,"7.C Herbaceous & Woody Developed Vegetation,Shrub",4962.451835
719,HI1034,"7.C Herbaceous & Woody Developed Vegetation,Tree",32425.32774
720,HI1034,"Developed-Low Intensity,Developed",886.9230731
721,HI1034,"Developed-Roads,Developed",7746.019628
722,HI1034,"Open Water,Water",2139.615078
723,HI1037,"1.B Temperate & Boreal Forest & Woodland,Tree",283488.0189
724,HI1037,"2.B Temperate & Boreal Grassland & Shrubland,Herb",104269.1052
725,HI1037,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",5545.953369
726,HI1037,"2.C Shrub & Herb Wetland,Tree",4854.667023
727,HI1037,"7.A Woody Agricultural Vegetation,Tree",616.2128851
728,HI1037,"7.B Herbaceous Agricultural Vegetation,Agriculture",29343.87704
729,HI1037,"7.B Herbaceous Agricultural Vegetation,Herb",105256.3963
730,HI1037,"7.C Herbaceous & Woody Developed Vegetation,Herb",38630.14624
731,HI1037,"7.C Herbaceous & Woody Developed Vegetation,Shrub",11588.05214
732,HI1037,"7.C Herbaceous & Woody Developed Vegetation,Tree",153911.497
733,HI1037,"Developed-Low Intensity,Developed",6300
734,HI1037,"Developed-Roads,Developed",28738.5599
735,HI1053,"1.B Temperate & Boreal Forest & Woodland,Tree",657814.6803
736,HI1053,"2.B Temperate & Boreal Grassland & Shrubland,Herb",2128.885475
737,HI1053,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",1800
738,HI1053,"7.A Woody Agricultural Vegetation,Tree",2260.773569
739,HI1053,"7.B Herbaceous Agricultural Vegetation,Herb",18107.12766
740,HI1053,"7.C Herbaceous & Woody Developed Vegetation,Herb",4711.61699
741,HI1053,"7.C Herbaceous & Woody Developed Vegetation,Shrub",2742.283452
742,HI1053,"7.C Herbaceous & Woody Developed Vegetation,Tree",13839.75889
743,HI1053,"Developed-Low Intensity,Developed",10800
744,HI1053,"Developed-Roads,Developed",24732.30487
745,HI1053,"Open Water,Water",33605.05475
746,HI1066,"1.B Temperate & Boreal Forest & Woodland,Tree",769814.0812
747,HI1066,"7.A Woody Agricultural Vegetation,Tree",2728.404774
748,HI1069,"1.B Temperate & Boreal Forest & Woodland,Shrub",5964.893988
749,HI1069,"1.B Temperate & Boreal Forest & Woodland,Tree",577717.5389
750,HI1069,"2.C Shrub & Herb Wetland,Herb",4483.663221
751,HI1069,"2.C Shrub & Herb Wetland,Shrub",2258.051833
752,HI1069,"7.C Herbaceous & Woody Developed Vegetation,Herb",49557.17057
753,HI1069,"7.C Herbaceous & Woody Developed Vegetation,Shrub",5316.73028
754,HI1069,"7.C Herbaceous & Woody Developed Vegetation,Tree",83703.18271
755,HI1069,"Developed-Low Intensity,Developed",18918.85345
756,HI1069,"Developed-Medium Intensity,Developed",1798.743766
757,HI1069,"Open Water,Water",22823.65723
758,HI1073,"1.B Temperate & Boreal Forest & Woodland,Tree",413109.7561
759,HI1073,"2.B Temperate & Boreal Grassland & Shrubland,Herb",8940.883295
760,HI1073,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",59.8597149
761,HI1073,"7.A Woody Agricultural Vegetation,Tree",2052.685547
762,HI1073,"7.B Herbaceous Agricultural Vegetation,Agriculture",899.9999999
763,HI1073,"7.B Herbaceous Agricultural Vegetation,Herb",29592.25108
764,HI1073,"7.C Herbaceous & Woody Developed Vegetation,Herb",25288.78497
765,HI1073,"7.C Herbaceous & Woody Developed Vegetation,Shrub",3993.487196
766,HI1073,"7.C Herbaceous & Woody Developed Vegetation,Tree",224814.7024
767,HI1073,"Developed-Low Intensity,Developed",5831.693186
768,HI1073,"Developed-Roads,Developed",57958.38247
769,HI1082,"1.B Temperate & Boreal Forest & Woodland,Tree",701612.2056
770,HI1082,"2.B Temperate & Boreal Grassland & Shrubland,Herb",40146.16672
771,HI1082,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",11654.83214
772,HI1082,"7.A Woody Agricultural Vegetation,Tree",13098.24763
773,HI1082,"7.B Herbaceous Agricultural Vegetation,Herb",2155.737305
774,HI1082,"7.C Herbaceous & Woody Developed Vegetation,Tree",1638.284492
775,HI1082,"Developed-Roads,Developed",104.6236712
776,HI1082,"Open Water,Water",2132.388423
777,HI1085,"1.B Temperate & Boreal Forest & Woodland,Tree",244467.2877
778,HI1085,"2.B Temperate & Boreal Grassland & Shrubland,Herb",12852.68555
779,HI1085,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",3600
780,HI1085,"7.A Woody Agricultural Vegetation,Tree",10092.70363
781,HI1085,"7.B Herbaceous Agricultural Vegetation,Agriculture",900
782,HI1085,"7.B Herbaceous Agricultural Vegetation,Herb",5696.386203
783,HI1085,"7.C Herbaceous & Woody Developed Vegetation,Herb",27867.35343
784,HI1085,"7.C Herbaceous & Woody Developed Vegetation,Shrub",18885.26821
785,HI1085,"7.C Herbaceous & Woody Developed Vegetation,Tree",174298.5478
786,HI1085,"Developed-Low Intensity,Developed",29483.35916
787,HI1085,"Developed-Medium Intensity,Developed",623.8174928
788,HI1085,"Developed-Roads,Developed",95347.99969
789,HI1085,"Open Water,Water",148427.0771
790,HI1098,"1.B Temperate & Boreal Forest & Woodland,Tree",375535.6176
791,HI1098,"2.B Temperate & Boreal Grassland & Shrubland,Herb",53494.95861
792,HI1098,"2.B Temperate & Boreal Grassland & Shrubland,Shrub",17999.939
793,HI1098,"2.C Shrub & Herb Wetland,Herb",4620.65403
794,HI1098,"7.A Woody Agricultural Vegetation,Tree",1425.297081
795,HI1098,"7.B Herbaceous Agricultural Vegetation,Herb",28205.79872
796,HI1098,"7.C Herbaceous & Woody Developed Vegetation,Herb",31741.96433
797,HI1098,"7.C Herbaceous & Woody Developed Vegetation,Shrub",17270.3419
798,HI1098,"7.C Herbaceous & Woody Developed Vegetation,Tree",207511.7551
799,HI1098,"Developed-Low Intensity,Developed",5400
800,HI1098,"Developed-Roads,Developed",17280.42219
801,HI1098,"Open Water,Water",12055.7373
